Year ,Week,Rain,Cases
2002,1,8.01125,4
2002,2,2.24,11
2002,3,10.42,16
2002,4,16.7071428571429,23
2002,5,0.604285714285714,12
2002,6,9.62714285714286,14
2002,7,8.80714285714286,18
2002,8,8.04428571428572,8
2002,9,17.2485714285714,7
2002,10,7.13571428571429,10
2002,11,6.08,7
2002,12,16.2557142857143,10
2002,13,13.7585714285714,5
2002,14,8.08428571428571,11
2002,15,17.4214285714286,8
2002,16,8.2,18
2002,17,9.16714285714285,13
2002,18,10.0671428571429,9
2002,19,10.8942857142857,22
2002,20,8.00428571428571,10
2002,21,6.05428571428571,5
2002,22,8.07428571428571,13
2002,23,9.27857142857143,2
2002,24,8.70571428571429,11
2002,25,0.454285714285714,11
2002,26,0.308571428571429,3
2002,27,0.158571428571429,7
2002,28,9.55285714285714,7
2002,29,9.62714285714286,4
2002,30,10.6157142857143,5
2002,31,4.02714285714286,6
2002,32,1.05428571428571,7
2002,33,2.70285714285714,7
2002,34,5.27,4
2002,35,13.5914285714286,9
2002,36,1.94857142857143,17
2002,37,3.76142857142857,8
2002,38,5.86428571428571,22
2002,39,7.89,18
2002,40,11.8128571428571,21
2002,41,3.60571428571429,16
2002,42,5.07428571428571,31
2002,43,13.5071428571429,25
2002,44,11.3842857142857,28
2002,45,13.6557142857143,26
2002,46,11.0014285714286,18
2002,47,7.73285714285714,27
2002,48,6.54,11
2002,49,5.43285714285714,38
2002,50,3.57142857142857,29
2002,51,19.7357142857143,21
2002,52,13.5185714285714,11
2003,1,8.55375,10
2003,2,8.63,5
2003,3,10.1214285714286,6
2003,4,8.13,2
2003,5,4.61714285714286,1
2003,6,11.06,2
2003,7,5.42714285714286,2
2003,8,16.7957142857143,3
2003,9,10.5885714285714,5
2003,10,7.13714285714286,1
2003,11,10.1028571428571,4
2003,12,16.3871428571429,2
2003,13,13.1742857142857,4
2003,14,9.87571428571428,0
2003,15,11.4642857142857,0
2003,16,5.68428571428571,0
2003,17,13.8542857142857,0
2003,18,15.1185714285714,1
2003,19,16.9242857142857,1
2003,20,4.23,1
2003,21,11.2585714285714,1
2003,22,21.6328571428571,1
2003,23,12.3628571428571,2
2003,24,7.31714285714286,3
2003,25,12.7871428571429,4
2003,26,6.96857142857143,6
2003,27,10.1085714285714,2
2003,28,10.8428571428571,2
2003,29,0.377142857142857,5
2003,30,3.52,1
2003,31,7.75428571428571,1
2003,32,12.4957142857143,0
2003,33,4.51142857142857,0
2003,34,4.63,0
2003,35,2.82,0
2003,36,5.04285714285714,2
2003,37,8.12142857142857,0
2003,38,10.1571428571429,3
2003,39,11.6457142857143,0
2003,40,7.2,0
2003,41,5.98,0
2003,42,3.65285714285714,2
2003,43,7.04285714285714,2
2003,44,9.78142857142857,3
2003,45,10.2728571428571,3
2003,46,17.0228571428571,3
2003,47,11.6157142857143,1
2003,48,5.90142857142857,2
2003,49,19.2285714285714,3
2003,50,9.65285714285714,6
2003,51,8.17571428571429,5
2003,52,6.69428571428571,1
2004,1,5.36,4
2004,2,7.69714285714286,5
2004,3,6.16,8
2004,4,1.24285714285714,5
2004,5,1.75,2
2004,6,3.25714285714286,3
2004,7,2.09,3
2004,8,20.5557142857143,1
2004,9,7.37714285714286,6
2004,10,11.2914285714286,4
2004,11,9.79857142857143,1
2004,12,24.9042857142857,2
2004,13,11.2371428571429,3
2004,14,12.6971428571429,1
2004,15,9.39714285714286,8
2004,16,10.4457142857143,4
2004,17,13.4057142857143,6
2004,18,13.0828571428571,7
2004,19,5.98571428571429,5
2004,20,16.54,8
2004,21,12.9442857142857,6
2004,22,12.2928571428571,5
2004,23,3.84857142857143,6
2004,24,22.56,6
2004,25,0.477142857142857,13
2004,26,9.57428571428571,2
2004,27,12.36,10
2004,28,5.06142857142857,3
2004,29,10.1214285714286,12
2004,30,0.901428571428571,7
2004,31,15.9228571428571,6
2004,32,2.63428571428571,5
2004,33,0.188571428571429,6
2004,34,7.91571428571429,6
2004,35,11.12,6
2004,36,14.9142857142857,8
2004,37,6.95428571428571,6
2004,38,5.89,9
2004,39,10.74,12
2004,40,8.10285714285714,19
2004,41,9.66571428571429,8
2004,42,6.11142857142857,16
2004,43,8.92428571428571,21
2004,44,7.77142857142857,6
2004,45,14.2357142857143,22
2004,46,15.7285714285714,37
2004,47,9.04428571428572,33
2004,48,5.71857142857143,18
2004,49,9.61714285714286,83
2004,50,9.07285714285714,116
2004,51,9.51857142857143,32
2004,52,16.8757142857143,7
2005,1,17.71,9
2005,2,14.9714285714286,10
2005,3,6.27428571428572,5
2005,4,3.95285714285714,8
2005,5,11.2185714285714,7
2005,6,7.88571428571429,8
2005,7,17.4471428571429,11
2005,8,7.9,6
2005,9,7.74,7
2005,10,19.3442857142857,7
2005,11,22.4171428571429,14
2005,12,17.35,7
2005,13,9.75,9
2005,14,10.9557142857143,13
2005,15,5.73142857142857,16
2005,16,7.64285714285714,7
2005,17,7.76142857142857,9
2005,18,9.04714285714286,2
2005,19,2.85571428571429,13
2005,20,10.67,8
2005,21,6.72285714285714,3
2005,22,8.98714285714286,5
2005,23,5.19142857142857,4
2005,24,12.8214285714286,8
2005,25,10.7985714285714,2
2005,26,3.37142857142857,3
2005,27,5.99428571428571,5
2005,28,15.8557142857143,7
2005,29,0.805714285714286,3
2005,30,7.52571428571429,5
2005,31,1.61857142857143,6
2005,32,0.858571428571429,5
2005,33,7.14428571428571,5
2005,34,9.94571428571429,4
2005,35,1.83,0
2005,36,5.28285714285714,0
2005,37,2.47857142857143,0
2005,38,0.552857142857143,0
2005,39,3.61857142857143,0
2005,40,7.35285714285714,2
2005,41,7.66428571428571,4
2005,42,10.6085714285714,4
2005,43,8.49857142857143,3
2005,44,11.2428571428571,3
2005,45,11.26,5
2005,46,5.65571428571429,6
2005,47,10.1171428571429,14
2005,48,15.55,3
2005,49,9.29,7
2005,50,6.77571428571429,11
2005,51,17.9557142857143,2
2005,52,8.975,6
2006,1,13.3,8
2006,2,16.0071428571429,25
2006,3,8.63714285714286,21
2006,4,5.74428571428572,10
2006,5,9.02714285714286,28
2006,6,7.26714285714286,39
2006,7,1.27714285714286,20
2006,8,11.37,24
2006,9,10.6071428571429,28
2006,10,20.6714285714286,26
2006,11,18.82,8
2006,12,11.0971428571429,9
2006,13,12.64,12
2006,14,8.41571428571429,18
2006,15,11.1971428571429,9
2006,16,4.70714285714286,9
2006,17,15.5014285714286,6
2006,18,13.7628571428571,6
2006,19,5.59857142857143,8
2006,20,6.74285714285714,5
2006,21,14.2842857142857,7
2006,22,17.0557142857143,6
2006,23,14.0371428571429,5
2006,24,9.07,3
2006,25,6.72857142857143,1
2006,26,2.79714285714286,0
2006,27,0.33,1
2006,28,7.60428571428572,2
2006,29,1.14285714285714,3
2006,30,8.3,2
2006,31,1.96,2
2006,32,5.52,2
2006,33,9.20714285714286,2
2006,34,7.03714285714286,2
2006,35,10.8628571428571,4
2006,36,14.6342857142857,0
2006,37,16.02,6
2006,38,17.8357142857143,3
2006,39,12.4128571428571,2
2006,40,6.54142857142857,6
2006,41,11.83,2
2006,42,9.73428571428572,7
2006,43,5.04,4
2006,44,15.7171428571429,6
2006,45,14.8228571428571,6
2006,46,4.89714285714286,2
2006,47,9.99285714285714,13
2006,48,16.2685714285714,10
2006,49,18.61,5
2006,50,17.4671428571429,2
2006,51,17.3557142857143,0
2006,52,7.46714285714286,1
2007,1,11.73125,0
2007,2,19.1385714285714,14
2007,3,10.2157142857143,6
2007,4,15.9914285714286,10
2007,5,8.74714285714286,5
2007,6,0.395714285714286,12
2007,7,3.99428571428571,9
2007,8,7.28,5
2007,9,12.1628571428571,11
2007,10,9.12142857142857,2
2007,11,13.6314285714286,6
2007,12,26.07,7
2007,13,11.6771428571429,6
2007,14,15.3842857142857,5
2007,15,14.2528571428571,9
2007,16,22.6,5
2007,17,13.5242857142857,8
2007,18,6.43714285714286,3
2007,19,14.1928571428571,4
2007,20,8.46857142857143,11
2007,21,11.2685714285714,5
2007,22,4.61285714285714,8
2007,23,3.82714285714286,4
2007,24,13.9928571428571,3
2007,25,4.56,1
2007,26,0.227142857142857,2
2007,27,1.21571428571429,3
2007,28,1.72857142857143,4
2007,29,7.03,1
2007,30,10.5771428571429,8
2007,31,4.82142857142857,5
2007,32,4.41571428571429,3
2007,33,2.42142857142857,2
2007,34,1.72285714285714,7
2007,35,12.0471428571429,1
2007,36,6.28428571428572,6
2007,37,10.3071428571429,7
2007,38,7.39428571428572,5
2007,39,6.41857142857143,2
2007,40,3.52857142857143,6
2007,41,7.65142857142857,11
2007,42,19.7328571428571,6
2007,43,4.06714285714286,3
2007,44,5.11285714285714,11
2007,45,19.2585714285714,11
2007,46,12.8171428571429,5
2007,47,10.6142857142857,4
2007,48,18.1228571428571,9
2007,49,9.07142857142857,23
2007,50,10.7057142857143,28
2007,51,19.4328571428571,26
2007,52,8.51428571428571,7
2008,1,5.87666666666667,29
2008,2,15.0314285714286,58
2008,3,11.8171428571429,26
2008,4,18.9557142857143,38
2008,5,7.57285714285714,35
2008,6,4.97857142857143,37
2008,7,10.2085714285714,20
2008,8,22.7114285714286,29
2008,9,23.5142857142857,25
2008,10,16.14,23
2008,11,15.5614285714286,9
2008,12,8.07857142857143,3
2008,13,17.6071428571429,6
2008,14,9.21714285714286,6
2008,15,11.4014285714286,3
2008,16,7.39571428571429,1
2008,17,4.24285714285714,3
2008,18,9.86428571428571,1
2008,19,3.50285714285714,1
2008,20,3.89571428571429,0
2008,21,12.07,2
2008,22,5.94571428571429,1
2008,23,0,1
2008,24,13.0642857142857,0
2008,25,11.0228571428571,0
2008,26,6.53142857142857,1
2008,27,0,0
2008,28,8.11,3
2008,29,6.91285714285714,3
2008,30,7.52,1
2008,31,4.5,5
2008,32,2.71,2
2008,33,3.03142857142857,5
2008,34,6.55285714285714,5
2008,35,6.73857142857143,5
2008,36,9.39714285714286,9
2008,37,6.02714285714286,17
2008,38,9.26857142857143,19
2008,39,9.40428571428572,25
2008,40,3.23,45
2008,41,12.52,34
2008,42,7.57285714285714,63
2008,43,10.0214285714286,44
2008,44,6.65857142857143,50
2008,45,6.18714285714286,35
2008,46,12.1757142857143,16
2008,47,5.46571428571429,16
2008,48,10.3714285714286,13
2008,49,9.68285714285714,9
2008,50,12.3785714285714,15
2008,51,6.79714285714286,4
2008,52,3.51571428571429,0
2009,1,7.1575,1
2009,2,13.27,10
2009,3,3.49428571428571,11
2009,4,19.6071428571429,29
2009,5,23.6657142857143,35
2009,6,10.2628571428571,30
2009,7,13.2757142857143,20
2009,8,18.1357142857143,21
2009,9,13.0842857142857,12
2009,10,17.1714285714286,9
2009,11,13.3314285714286,11
2009,12,12.0757142857143,9
2009,13,22.7757142857143,5
2009,14,7.86714285714286,11
2009,15,24.0671428571429,3
2009,16,7.04571428571428,5
2009,17,11.3114285714286,5
2009,18,10.2128571428571,4
2009,19,4.81714285714286,4
2009,20,7.16428571428572,1
2009,21,8.05285714285714,0
2009,22,2.26,2
2009,23,4.56714285714286,3
2009,24,7.32285714285714,3
2009,25,12.6285714285714,5
2009,26,17.3428571428571,2
2009,27,10.2871428571429,1
2009,28,9.87571428571428,2
2009,29,4.52285714285714,0
2009,30,9.77571428571429,0
2009,31,1.46428571428571,3
2009,32,2.82571428571429,5
2009,33,3.49428571428571,5
2009,34,9.88428571428571,7
2009,35,14.8957142857143,5
2009,36,2.22571428571429,2
2009,37,6.24571428571429,2
2009,38,7.15714285714286,2
2009,39,11.3214285714286,0
2009,40,3.26428571428571,2
2009,41,4.75857142857143,1
2009,42,10.9085714285714,1
2009,43,9.14142857142857,2
2009,44,8.04142857142857,2
2009,45,10.0385714285714,3
2009,46,9.29714285714286,9
2009,47,4.01,5
2009,48,9.74714285714286,5
2009,49,14.4771428571429,4
2009,50,9.46285714285714,4
2009,51,10.4528571428571,1
2009,52,18.6128571428571,0
2010,1,2.295,0
2010,2,1.53,10
2010,3,5.82142857142857,9
2010,4,10.4771428571429,17
2010,5,16.5328571428571,16
2010,6,9.78571428571429,11
2010,7,5.06571428571429,12
2010,8,7.42285714285714,19
2010,9,14.3428571428571,15
2010,10,7.94571428571429,12
2010,11,14.89,12
2010,12,11.7814285714286,16
2010,13,6.82142857142857,9
2010,14,10.5728571428571,4
2010,15,6.5,9
2010,16,9.71142857142857,6
2010,17,4.91142857142857,8
2010,18,11.3814285714286,4
2010,19,8.30857142857143,2
2010,20,0.975714285714286,7
2010,21,6.72571428571429,6
2010,22,11.7542857142857,5
2010,23,6.84857142857143,8
2010,24,12.0328571428571,1
2010,25,8.24857142857143,1
2010,26,10.3814285714286,4
2010,27,4.33142857142857,2
2010,28,9.45142857142857,0
2010,29,7.69428571428571,0
2010,30,0.235714285714286,0
2010,31,8.19571428571429,0
2010,32,3.44428571428571,0
2010,33,2.03571428571429,1
2010,34,1.33285714285714,0
2010,35,4.25571428571429,0
2010,36,9.10714285714286,0
2010,37,1.97571428571429,1
2010,38,7.00857142857143,7
2010,39,4.60285714285714,1
2010,40,2.10285714285714,2
2010,41,5.49714285714286,6
2010,42,4.93571428571429,5
2010,43,2.63571428571429,5
2010,44,8.26142857142857,3
2010,45,8.12714285714286,5
2010,46,12.2442857142857,14
2010,47,6.34285714285714,12
2010,48,4.61285714285714,2
2010,49,14.8428571428571,7
2010,50,4.49285714285714,15
2010,51,7.09142857142857,7
2010,52,3.71428571428571,24
2011,1,0,66
2011,2,5.19142857142857,101
2011,3,8.39428571428571,78
2011,4,6.90142857142857,63
2011,5,8.38571428571429,20
2011,6,5.78142857142857,21
2011,7,5.74285714285714,15
2011,8,10.8457142857143,11
2011,9,9.61428571428571,7
2011,10,11.1457142857143,5
2011,11,10.0542857142857,14
2011,12,5.52428571428572,10
2011,13,11.2357142857143,6
2011,14,10.5428571428571,8
2011,15,8.49,6
2011,16,16.9242857142857,3
2011,17,13.31,5
2011,18,11.9985714285714,5
2011,19,5.09714285714286,3
2011,20,24.9114285714286,1
2011,21,12.72,2
2011,22,8.11,2
2011,23,16.7385714285714,4
2011,24,12.2085714285714,5
2011,25,8.95428571428572,5
2011,26,3.54428571428571,0
2011,27,4.63714285714286,2
2011,28,3.14714285714286,1
2011,29,6.57428571428571,2
2011,30,20.5928571428571,2
2011,31,1.97142857142857,1
2011,32,1.33428571428571,4
2011,33,1.01285714285714,0
2011,34,3.79,2
2011,35,3.68714285714286,0
2011,36,5.60571428571429,1
2011,37,7.22142857142857,2
2011,38,5.43428571428571,1
2011,39,10.4885714285714,1
2011,40,8.55285714285714,2
2011,41,6.33285714285714,1
2011,42,7.63571428571429,3
2011,43,5.70714285714286,4
2011,44,4.33142857142857,0
2011,45,7.88285714285714,0
2011,46,10.5028571428571,1
2011,47,10.8442857142857,1
2011,48,4.74428571428571,1
2011,49,9.29142857142857,4
2011,50,12.0057142857143,2
2011,51,9.45857142857143,2
2011,52,7.99857142857143,3
2012,1,10.0744444444444,2
2012,2,18.4,0
2012,3,11.9514285714286,4
2012,4,7.85285714285714,2
2012,5,3.09714285714286,5
2012,6,11.74,5
2012,7,14.9071428571429,1
2012,8,23.3542857142857,3
2012,9,19.8,1
2012,10,8.50285714285714,4
2012,11,15.2257142857143,4
2012,12,15.5442857142857,5
2012,13,21.2071428571429,1
2012,14,9.44714285714286,3
2012,15,13.8114285714286,2
2012,16,6.58,2
2012,17,7.91571428571429,1
2012,18,5.06,1
2012,19,9.95,3
2012,20,10.8242857142857,2
2012,21,5.25,1
2012,22,2.32428571428571,0
2012,23,8.12857142857143,0
2012,24,4.31857142857143,0
2012,25,7.08428571428571,0
2012,26,7.90714285714286,0
2012,27,6.70857142857143,0
2012,28,9.92142857142857,0
2012,29,9.26428571428571,0
2012,30,1.76285714285714,1
2012,31,5.89571428571429,0
2012,32,1.66142857142857,0
2012,33,5.53857142857143,0
2012,34,1.31714285714286,0
2012,35,4.13285714285714,0
2012,36,4.22571428571429,1
2012,37,4.48857142857143,2
2012,38,1.79,3
2012,39,11.7285714285714,6
2012,40,6.18285714285714,3
2012,41,9.87142857142857,3
2012,42,9.18571428571429,1
2012,43,7.08428571428571,1
2012,44,5.18142857142857,3
2012,45,4.87857142857143,5
2012,46,8.67714285714286,7
2012,47,4.40428571428572,8
2012,48,5.56,23
2012,49,12.3985714285714,27
2012,50,11.6485714285714,6
2012,51,8.14,2
2012,52,9.65571428571429,5
2013,1,6.628,6
2013,2,4.20571428571429,18
2013,3,13.6428571428571,16
2013,4,3.78571428571429,22
2013,5,11.8957142857143,24
2013,6,20.4985714285714,35
2013,7,13.13,25
2013,8,5.85428571428572,29
2013,9,11.1571428571429,19
2013,10,6.87142857142857,26
2013,11,11.4214285714286,31
2013,12,17.1271428571429,32
2013,13,16.9157142857143,17
2013,14,9.44428571428571,24
2013,15,7.27714285714286,9
2013,16,9.92857142857143,12
2013,17,3.01142857142857,9
2013,18,2.00428571428571,4
2013,19,12.1871428571429,0
2013,20,13.07,13
2013,21,5.06,7
2013,22,11.07,10
2013,23,8.1,6
2013,24,8.26428571428571,0
2013,25,5.25571428571429,0
2013,26,18.3242857142857,0
